"class","subclass","supertype","cluster"
"02 NP-CT-L6b Glut","028 L6 CT CTX Glut","0112 L6 CT CTX Glut_3","0445 L6 CT CTX Glut_3"
"02 NP-CT-L6b Glut","028 L6 CT CTX Glut","0112 L6 CT CTX Glut_3","0445 L6 CT CTX Glut_3"
"02 NP-CT-L6b Glut","028 L6 CT CTX Glut","0112 L6 CT CTX Glut_3","0445 L6 CT CTX Glut_3"
"02 NP-CT-L6b Glut","028 L6 CT CTX Glut","0112 L6 CT CTX Glut_3","0445 L6 CT CTX Glut_3"
"02 NP-CT-L6b Glut","028 L6 CT CTX Glut","0112 L6 CT CTX Glut_3","0445 L6 CT CTX Glut_3"
"02 NP-CT-L6b Glut","028 L6 CT CTX Glut","0112 L6 CT CTX Glut_3","0445 L6 CT CTX Glut_3"
"04 CGE GABA","037 Sncg Gaba","0141a Sncg Gaba_6","0547 Sncg Gaba_6"
"04 CGE GABA","037 Sncg Gaba","0141a Sncg Gaba_6","0547 Sncg Gaba_6"
"04 CGE GABA","037 Sncg Gaba","0141a Sncg Gaba_6","0547 Sncg Gaba_6"
"04 CGE GABA","037 Sncg Gaba","0141a Sncg Gaba_6","0547 Sncg Gaba_6"
"04 CGE GABA","037 Sncg Gaba","0141a Sncg Gaba_6","0547 Sncg Gaba_6"
"04 CGE GABA","037 Sncg Gaba","0141a Sncg Gaba_6","0547 Sncg Gaba_6"
"04 CGE GABA","037 Sncg Gaba","0141a Sncg Gaba_6","0547 Sncg Gaba_6"
"04 CGE GABA","037 Sncg Gaba","0141a Sncg Gaba_6","0547 Sncg Gaba_6"
"04 CGE GABA","037 Sncg Gaba","0141a Sncg Gaba_6","0547 Sncg Gaba_6"
"04 CGE GABA","037 Sncg Gaba","0141a Sncg Gaba_6","0547 Sncg Gaba_6"
"04 CGE GABA","037 Sncg Gaba","0141a Sncg Gaba_6","0547 Sncg Gaba_6"
"04 CGE GABA","037 Sncg Gaba","0141a Sncg Gaba_6","0547 Sncg Gaba_6"
"04 CGE GABA","037 Sncg Gaba","0141a Sncg Gaba_6","0547 Sncg Gaba_6"
"04 CGE GABA","037 Sncg Gaba","0141a Sncg Gaba_6","0547 Sncg Gaba_6"
"04 CGE GABA","037 Sncg Gaba","0141a Sncg Gaba_6","0547 Sncg Gaba_6"
"04 CGE GABA","037 Sncg Gaba","0141a Sncg Gaba_6","0547 Sncg Gaba_6"
"04 CGE GABA","037 Sncg Gaba","0141a Sncg Gaba_6","0547 Sncg Gaba_6"
"04 CGE GABA","037 Sncg Gaba","0142 Sncg Gaba_3","0553 Sncg Gaba_3"
"04 CGE GABA","037 Sncg Gaba","0142 Sncg Gaba_3","0553 Sncg Gaba_3"
"04 CGE GABA","037 Sncg Gaba","0142 Sncg Gaba_3","0553 Sncg Gaba_3"
"04 CGE GABA","037 Sncg Gaba","0142 Sncg Gaba_3","0553 Sncg Gaba_3"
"04 CGE GABA","037 Sncg Gaba","0142 Sncg Gaba_3","0553 Sncg Gaba_3"
"04 CGE GABA","037 Sncg Gaba","0142 Sncg Gaba_3","0553 Sncg Gaba_3"
"04 CGE GABA","037 Sncg Gaba","0142 Sncg Gaba_3","0553 Sncg Gaba_3"
"04 CGE GABA","037 Sncg Gaba","0142 Sncg Gaba_3","0553 Sncg Gaba_3"
"04 CGE GABA","037 Sncg Gaba","0142 Sncg Gaba_3","0553 Sncg Gaba_3"
"04 CGE GABA","037 Sncg Gaba","0142 Sncg Gaba_3","0553 Sncg Gaba_3"
"04 CGE GABA","037 Sncg Gaba","0142 Sncg Gaba_3","0553 Sncg Gaba_3"
"04 CGE GABA","037 Sncg Gaba","0142 Sncg Gaba_3","0553 Sncg Gaba_3"
"04 CGE GABA","037 Sncg Gaba","0142 Sncg Gaba_3","0553 Sncg Gaba_3"
"04 CGE GABA","037 Sncg Gaba","0142 Sncg Gaba_3","0553 Sncg Gaba_3"
"04 CGE GABA","037 Sncg Gaba","0142 Sncg Gaba_3","0553 Sncg Gaba_3"
"04 CGE GABA","037 Sncg Gaba","0142 Sncg Gaba_3","0553 Sncg Gaba_3"
"04 CGE GABA","037 Sncg Gaba","0142 Sncg Gaba_3","0553 Sncg Gaba_3"
"04 CGE GABA","037 Sncg Gaba","0142 Sncg Gaba_3","0553 Sncg Gaba_3"
"04 CGE GABA","037 Sncg Gaba","0142 Sncg Gaba_3","0553 Sncg Gaba_3"
"04 CGE GABA","036 Vip Gaba","0138 Vip Gaba_6","0533 Vip Gaba_6"
"04 CGE GABA","036 Vip Gaba","0138 Vip Gaba_6","0533 Vip Gaba_6"
"04 CGE GABA","036 Vip Gaba","0138 Vip Gaba_6","0533 Vip Gaba_6"
"04 CGE GABA","036 Vip Gaba","0138 Vip Gaba_6","0533 Vip Gaba_6"
"04 CGE GABA","036 Vip Gaba","0138 Vip Gaba_6","0533 Vip Gaba_6"
"04 CGE GABA","036 Vip Gaba","0138 Vip Gaba_6","0533 Vip Gaba_6"
"04 CGE GABA","036 Vip Gaba","0138 Vip Gaba_6","0533 Vip Gaba_6"
"04 CGE GABA","036 Vip Gaba","0138 Vip Gaba_6","0533 Vip Gaba_6"
"04 CGE GABA","036 Vip Gaba","0138 Vip Gaba_6","0533 Vip Gaba_6"
"04 CGE GABA","036 Vip Gaba","0138 Vip Gaba_6","0533 Vip Gaba_6"
"04 CGE GABA","036 Vip Gaba","0138 Vip Gaba_6","0533 Vip Gaba_6"
"04 CGE GABA","036 Vip Gaba","0138 Vip Gaba_6","0533 Vip Gaba_6"
"04 CGE GABA","036 Vip Gaba","0138 Vip Gaba_6","0533 Vip Gaba_6"
"04 CGE GABA","036 Vip Gaba","0138 Vip Gaba_6","0533 Vip Gaba_6"
"04 CGE GABA","036 Vip Gaba","0138 Vip Gaba_6","0533 Vip Gaba_6"
"04 CGE GABA","036 Vip Gaba","0138 Vip Gaba_6","0533 Vip Gaba_6"
"04 CGE GABA","036 Vip Gaba","0138 Vip Gaba_6","0533 Vip Gaba_6"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0527 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0527 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0527 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0527 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0527 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0527 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0527 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0527 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0527 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0527 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0527 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0527 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0527 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0527 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0529 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0529 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0529 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0529 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0529 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0529 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0529 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0529 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0529 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0529 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0529 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0529 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0529 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0529 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0137 Vip Gaba_5","0529 Vip Gaba_5"
"04 CGE GABA","036 Vip Gaba","0135 Vip Gaba_3","0513 Vip Gaba_3"
"04 CGE GABA","036 Vip Gaba","0135 Vip Gaba_3","0513 Vip Gaba_3"
"04 CGE GABA","036 Vip Gaba","0135 Vip Gaba_3","0513 Vip Gaba_3"
"04 CGE GABA","036 Vip Gaba","0135 Vip Gaba_3","0513 Vip Gaba_3"
"04 CGE GABA","036 Vip Gaba","0135 Vip Gaba_3","0513 Vip Gaba_3"
"04 CGE GABA","036 Vip Gaba","0135 Vip Gaba_3","0513 Vip Gaba_3"
"04 CGE GABA","036 Vip Gaba","0135 Vip Gaba_3","0513 Vip Gaba_3"
"04 CGE GABA","036 Vip Gaba","0135 Vip Gaba_3","0513 Vip Gaba_3"
"04 CGE GABA","036 Vip Gaba","0135 Vip Gaba_3","0513 Vip Gaba_3"
"04 CGE GABA","036 Vip Gaba","0135 Vip Gaba_3","0513 Vip Gaba_3"
"04 CGE GABA","036 Vip Gaba","0135 Vip Gaba_3","0513 Vip Gaba_3"
"04 CGE GABA","036 Vip Gaba","0135 Vip Gaba_3","0514 Vip Gaba_3"
"04 CGE GABA","036 Vip Gaba","0135 Vip Gaba_3","0514 Vip Gaba_3"
"04 CGE GABA","036 Vip Gaba","0135 Vip Gaba_3","0514 Vip Gaba_3"
"04 CGE GABA","036 Vip Gaba","0135 Vip Gaba_3","0514 Vip Gaba_3"
"04 CGE GABA","036 Vip Gaba","0135 Vip Gaba_3","0514 Vip Gaba_3"
"04 CGE GABA","036 Vip Gaba","0135 Vip Gaba_3","0514 Vip Gaba_3"
"04 CGE GABA","036 Vip Gaba","0135 Vip Gaba_3","0514 Vip Gaba_3"
"04 CGE GABA","036 Vip Gaba","0135 Vip Gaba_3","0514 Vip Gaba_3"
"04 CGE GABA","036 Vip Gaba","0135 Vip Gaba_3","0514 Vip Gaba_3"
"04 CGE GABA","036 Vip Gaba","0135 Vip Gaba_3","0514 Vip Gaba_3"
"04 CGE GABA","036 Vip Gaba","0135 Vip Gaba_3","0514 Vip Gaba_3"
"04 CGE GABA","036 Vip Gaba","0135 Vip Gaba_3","0514 Vip Gaba_3"
"04 CGE GABA","036 Vip Gaba","0135 Vip Gaba_3","0514 Vip Gaba_3"
"04 CGE GABA","036 Vip Gaba","0135 Vip Gaba_3","0514 Vip Gaba_3"
"04 CGE GABA","036 Vip Gaba","0135 Vip Gaba_3","0514 Vip Gaba_3"
"04 CGE GABA","036 Vip Gaba","0135 Vip Gaba_3","0514 Vip Gaba_3"
"04 CGE GABA","036 Vip Gaba","0135 Vip Gaba_3","0514 Vip Gaba_3"
"04 CGE GABA","036 Vip Gaba","0135 Vip Gaba_3","0514 Vip Gaba_3"
"04 CGE GABA","036 Vip Gaba","0135 Vip Gaba_3","0514 Vip Gaba_3"
"04 CGE GABA","036 Vip Gaba","0135 Vip Gaba_3","0514 Vip Gaba_3"
"04 CGE GABA","036 Vip Gaba","0135 Vip Gaba_3","0514 Vip Gaba_3"
"02 NP-CT-L6b Glut","028 L6 CT CTX Glut","0110 L6 CT CTX Glut_1","0433 L6 CT CTX Glut_1"
"02 NP-CT-L6b Glut","028 L6 CT CTX Glut","0110 L6 CT CTX Glut_1","0433 L6 CT CTX Glut_1"
"02 NP-CT-L6b Glut","028 L6 CT CTX Glut","0110 L6 CT CTX Glut_1","0433 L6 CT CTX Glut_1"
"02 NP-CT-L6b Glut","028 L6 CT CTX Glut","0110 L6 CT CTX Glut_1","0433 L6 CT CTX Glut_1"
"04 CGE GABA","036 Vip Gaba","0133 Vip Gaba_1","0497 Vip Gaba_1"
"04 CGE GABA","036 Vip Gaba","0133 Vip Gaba_1","0497 Vip Gaba_1"
"04 CGE GABA","036 Vip Gaba","0133 Vip Gaba_1","0497 Vip Gaba_1"
"04 CGE GABA","036 Vip Gaba","0133 Vip Gaba_1","0497 Vip Gaba_1"
"04 CGE GABA","036 Vip Gaba","0133 Vip Gaba_1","0497 Vip Gaba_1"
"04 CGE GABA","036 Vip Gaba","0133 Vip Gaba_1","0497 Vip Gaba_1"
"04 CGE GABA","036 Vip Gaba","0133 Vip Gaba_1","0497 Vip Gaba_1"
"04 CGE GABA","036 Vip Gaba","0133 Vip Gaba_1","0497 Vip Gaba_1"
"04 CGE GABA","036 Vip Gaba","0133 Vip Gaba_1","0497 Vip Gaba_1"
"04 CGE GABA","036 Vip Gaba","0133 Vip Gaba_1","0497 Vip Gaba_1"
"04 CGE GABA","036 Vip Gaba","0133 Vip Gaba_1","0497 Vip Gaba_1"
"04 CGE GABA","036 Vip Gaba","0133 Vip Gaba_1","0497 Vip Gaba_1"
"04 CGE GABA","036 Vip Gaba","0133 Vip Gaba_1","0497 Vip Gaba_1"
"04 CGE GABA","036 Vip Gaba","0133 Vip Gaba_1","0497 Vip Gaba_1"
"04 CGE GABA","036 Vip Gaba","0133 Vip Gaba_1","0497 Vip Gaba_1"
"04 CGE GABA","036 Vip Gaba","0133 Vip Gaba_1","0497 Vip Gaba_1"
"02 NP-CT-L6b Glut","028 L6 CT CTX Glut","0111 L6 CT CTX Glut_2","0439 L6 CT CTX Glut_2"
"02 NP-CT-L6b Glut","028 L6 CT CTX Glut","0111 L6 CT CTX Glut_2","0439 L6 CT CTX Glut_2"
"02 NP-CT-L6b Glut","028 L6 CT CTX Glut","0111 L6 CT CTX Glut_2","0439 L6 CT CTX Glut_2"
"02 NP-CT-L6b Glut","028 L6 CT CTX Glut","0111 L6 CT CTX Glut_2","0439 L6 CT CTX Glut_2"
"02 NP-CT-L6b Glut","028 L6 CT CTX Glut","0111 L6 CT CTX Glut_2","0439 L6 CT CTX Glut_2"
"02 NP-CT-L6b Glut","028 L6 CT CTX Glut","0111 L6 CT CTX Glut_2","0439 L6 CT CTX Glut_2"
"04 CGE GABA","036 Vip Gaba","0135 Vip Gaba_3","0516 Vip Gaba_3"
"04 CGE GABA","036 Vip Gaba","0135 Vip Gaba_3","0516 Vip Gaba_3"
"04 CGE GABA","036 Vip Gaba","0135 Vip Gaba_3","0516 Vip Gaba_3"
"04 CGE GABA","036 Vip Gaba","0135 Vip Gaba_3","0516 Vip Gaba_3"
"04 CGE GABA","036 Vip Gaba","0135 Vip Gaba_3","0516 Vip Gaba_3"
"04 CGE GABA","036 Vip Gaba","0135 Vip Gaba_3","0516 Vip Gaba_3"
"04 CGE GABA","036 Vip Gaba","0135 Vip Gaba_3","0516 Vip Gaba_3"
"04 CGE GABA","036 Vip Gaba","0135 Vip Gaba_3","0516 Vip Gaba_3"
"04 CGE GABA","036 Vip Gaba","0135 Vip Gaba_3","0516 Vip Gaba_3"
"04 CGE GABA","036 Vip Gaba","0135 Vip Gaba_3","0516 Vip Gaba_3"
"04 CGE GABA","036 Vip Gaba","0135 Vip Gaba_3","0516 Vip Gaba_3"
"04 CGE GABA","036 Vip Gaba","0135 Vip Gaba_3","0516 Vip Gaba_3"
"04 CGE GABA","036 Vip Gaba","0135 Vip Gaba_3","0516 Vip Gaba_3"
"04 CGE GABA","036 Vip Gaba","0135 Vip Gaba_3","0516 Vip Gaba_3"
"04 CGE GABA","036 Vip Gaba","0135 Vip Gaba_3","0516 Vip Gaba_3"
"04 CGE GABA","036 Vip Gaba","0135 Vip Gaba_3","0516 Vip Gaba_3"
"04 CGE GABA","036 Vip Gaba","0135 Vip Gaba_3","0516 Vip Gaba_3"
"04 CGE GABA","036 Vip Gaba","0135 Vip Gaba_3","0516 Vip Gaba_3"
"04 CGE GABA","036 Vip Gaba","0135 Vip Gaba_3","0516 Vip Gaba_3"
"04 CGE GABA","036 Vip Gaba","0135 Vip Gaba_3","0516 Vip Gaba_3"
"04 CGE GABA","036 Vip Gaba","0135 Vip Gaba_3","0516 Vip Gaba_3"
"04 CGE GABA","036 Vip Gaba","0135 Vip Gaba_3","0516 Vip Gaba_3"
"04 CGE GABA","036 Vip Gaba","0135 Vip Gaba_3","0516 Vip Gaba_3"
"04 CGE GABA","036 Vip Gaba","0135 Vip Gaba_3","0516 Vip Gaba_3"
"04 CGE GABA","036 Vip Gaba","0135 Vip Gaba_3","0516 Vip Gaba_3"
"04 CGE GABA","036 Vip Gaba","0135 Vip Gaba_3","0516 Vip Gaba_3"
"04 CGE GABA","036 Vip Gaba","0135 Vip Gaba_3","0516 Vip Gaba_3"
"04 CGE GABA","036 Vip Gaba","0135 Vip Gaba_3","0516 Vip Gaba_3"
"04 CGE GABA","036 Vip Gaba","0135 Vip Gaba_3","0516 Vip Gaba_3"
"04 CGE GABA","036 Vip Gaba","0135 Vip Gaba_3","0516 Vip Gaba_3"
"04 CGE GABA","036 Vip Gaba","0135 Vip Gaba_3","0516 Vip Gaba_3"
"04 CGE GABA","037 Sncg Gaba","0143 Sncg Gaba_4","0560 Sncg Gaba_4"
"04 CGE GABA","037 Sncg Gaba","0143 Sncg Gaba_4","0560 Sncg Gaba_4"
"04 CGE GABA","037 Sncg Gaba","0143 Sncg Gaba_4","0560 Sncg Gaba_4"
"04 CGE GABA","037 Sncg Gaba","0143 Sncg Gaba_4","0560 Sncg Gaba_4"
"04 CGE GABA","037 Sncg Gaba","0143 Sncg Gaba_4","0560 Sncg Gaba_4"
"04 CGE GABA","037 Sncg Gaba","0143 Sncg Gaba_4","0560 Sncg Gaba_4"
"04 CGE GABA","037 Sncg Gaba","0143 Sncg Gaba_4","0560 Sncg Gaba_4"
"04 CGE GABA","037 Sncg Gaba","0143 Sncg Gaba_4","0560 Sncg Gaba_4"
"04 CGE GABA","037 Sncg Gaba","0143 Sncg Gaba_4","0560 Sncg Gaba_4"
"04 CGE GABA","037 Sncg Gaba","0143 Sncg Gaba_4","0560 Sncg Gaba_4"
"04 CGE GABA","037 Sncg Gaba","0143 Sncg Gaba_4","0560 Sncg Gaba_4"
"04 CGE GABA","037 Sncg Gaba","0143 Sncg Gaba_4","0560 Sncg Gaba_4"
"04 CGE GABA","037 Sncg Gaba","0143 Sncg Gaba_4","0560 Sncg Gaba_4"
"04 CGE GABA","037 Sncg Gaba","0143 Sncg Gaba_4","0560 Sncg Gaba_4"
"04 CGE GABA","037 Sncg Gaba","0143 Sncg Gaba_4","0560 Sncg Gaba_4"
"04 CGE GABA","037 Sncg Gaba","0143 Sncg Gaba_4","0560 Sncg Gaba_4"
"04 CGE GABA","037 Sncg Gaba","0143 Sncg Gaba_4","0560 Sncg Gaba_4"
"04 CGE GABA","037 Sncg Gaba","0143 Sncg Gaba_4","0560 Sncg Gaba_4"
"04 CGE GABA","037 Sncg Gaba","0143 Sncg Gaba_4","0560 Sncg Gaba_4"
"04 CGE GABA","037 Sncg Gaba","0143 Sncg Gaba_4","0560 Sncg Gaba_4"
"04 CGE GABA","037 Sncg Gaba","0143 Sncg Gaba_4","0560 Sncg Gaba_4"
"04 CGE GABA","037 Sncg Gaba","0143 Sncg Gaba_4","0560 Sncg Gaba_4"
"04 CGE GABA","037 Sncg Gaba","0143 Sncg Gaba_4","0560 Sncg Gaba_4"
"02 NP-CT-L6b Glut","028 L6 CT CTX Glut","0111 L6 CT CTX Glut_2","0440 L6 CT CTX Glut_2"
"02 NP-CT-L6b Glut","028 L6 CT CTX Glut","0111 L6 CT CTX Glut_2","0440 L6 CT CTX Glut_2"
"02 NP-CT-L6b Glut","028 L6 CT CTX Glut","0111 L6 CT CTX Glut_2","0441 L6 CT CTX Glut_2"
"02 NP-CT-L6b Glut","028 L6 CT CTX Glut","0111 L6 CT CTX Glut_2","0441 L6 CT CTX Glut_2"
"02 NP-CT-L6b Glut","028 L6 CT CTX Glut","0111 L6 CT CTX Glut_2","0441 L6 CT CTX Glut_2"
"02 NP-CT-L6b Glut","028 L6 CT CTX Glut","0111 L6 CT CTX Glut_2","0441 L6 CT CTX Glut_2"
"02 NP-CT-L6b Glut","028 L6 CT CTX Glut","0111 L6 CT CTX Glut_2","0441 L6 CT CTX Glut_2"
"02 NP-CT-L6b Glut","028 L6 CT CTX Glut","0111 L6 CT CTX Glut_2","0441 L6 CT CTX Glut_2"
"02 NP-CT-L6b Glut","028 L6 CT CTX Glut","0111 L6 CT CTX Glut_2","0441 L6 CT CTX Glut_2"
"04 CGE GABA","039 Lamp5 Gaba","0148 Lamp5 Gaba_1","0580 Lamp5 Gaba_1"
"04 CGE GABA","039 Lamp5 Gaba","0148 Lamp5 Gaba_1","0580 Lamp5 Gaba_1"
"04 CGE GABA","039 Lamp5 Gaba","0148 Lamp5 Gaba_1","0580 Lamp5 Gaba_1"
"04 CGE GABA","039 Lamp5 Gaba","0148 Lamp5 Gaba_1","0580 Lamp5 Gaba_1"
"04 CGE GABA","039 Lamp5 Gaba","0148 Lamp5 Gaba_1","0580 Lamp5 Gaba_1"
"04 CGE GABA","039 Lamp5 Gaba","0148 Lamp5 Gaba_1","0580 Lamp5 Gaba_1"
"04 CGE GABA","039 Lamp5 Gaba","0148 Lamp5 Gaba_1","0580 Lamp5 Gaba_1"
"04 CGE GABA","039 Lamp5 Gaba","0148 Lamp5 Gaba_1","0580 Lamp5 Gaba_1"
"04 CGE GABA","039 Lamp5 Gaba","0148 Lamp5 Gaba_1","0580 Lamp5 Gaba_1"
"04 CGE GABA","039 Lamp5 Gaba","0148 Lamp5 Gaba_1","0580 Lamp5 Gaba_1"
"04 CGE GABA","039 Lamp5 Gaba","0148 Lamp5 Gaba_1","0580 Lamp5 Gaba_1"
"04 CGE GABA","039 Lamp5 Gaba","0148 Lamp5 Gaba_1","0580 Lamp5 Gaba_1"
"04 CGE GABA","039 Lamp5 Gaba","0148 Lamp5 Gaba_1","0581 Lamp5 Gaba_1"
"04 CGE GABA","039 Lamp5 Gaba","0148 Lamp5 Gaba_1","0581 Lamp5 Gaba_1"
"04 CGE GABA","039 Lamp5 Gaba","0148 Lamp5 Gaba_1","0581 Lamp5 Gaba_1"
"04 CGE GABA","039 Lamp5 Gaba","0148 Lamp5 Gaba_1","0581 Lamp5 Gaba_1"
"04 CGE GABA","039 Lamp5 Gaba","0148 Lamp5 Gaba_1","0581 Lamp5 Gaba_1"
"04 CGE GABA","039 Lamp5 Gaba","0148 Lamp5 Gaba_1","0581 Lamp5 Gaba_1"
"04 CGE GABA","039 Lamp5 Gaba","0148 Lamp5 Gaba_1","0582 Lamp5 Gaba_1"
"04 CGE GABA","039 Lamp5 Gaba","0148 Lamp5 Gaba_1","0582 Lamp5 Gaba_1"
"04 CGE GABA","039 Lamp5 Gaba","0148 Lamp5 Gaba_1","0582 Lamp5 Gaba_1"
"04 CGE GABA","039 Lamp5 Gaba","0148 Lamp5 Gaba_1","0582 Lamp5 Gaba_1"
"04 CGE GABA","039 Lamp5 Gaba","0148 Lamp5 Gaba_1","0582 Lamp5 Gaba_1"
"04 CGE GABA","039 Lamp5 Gaba","0148 Lamp5 Gaba_1","0582 Lamp5 Gaba_1"
"04 CGE GABA","039 Lamp5 Gaba","0148 Lamp5 Gaba_1","0582 Lamp5 Gaba_1"
"04 CGE GABA","039 Lamp5 Gaba","0148 Lamp5 Gaba_1","0582 Lamp5 Gaba_1"
"04 CGE GABA","039 Lamp5 Gaba","0148 Lamp5 Gaba_1","0582 Lamp5 Gaba_1"
"04 CGE GABA","039 Lamp5 Gaba","0148 Lamp5 Gaba_1","0582 Lamp5 Gaba_1"
"04 CGE GABA","039 Lamp5 Gaba","0148 Lamp5 Gaba_1","0582 Lamp5 Gaba_1"
"04 CGE GABA","039 Lamp5 Gaba","0148 Lamp5 Gaba_1","0582 Lamp5 Gaba_1"
"04 CGE GABA","039 Lamp5 Gaba","0148 Lamp5 Gaba_1","0582 Lamp5 Gaba_1"
"04 CGE GABA","039 Lamp5 Gaba","0148 Lamp5 Gaba_1","0582 Lamp5 Gaba_1"
"04 CGE GABA","039 Lamp5 Gaba","0148 Lamp5 Gaba_1","0582 Lamp5 Gaba_1"
"04 CGE GABA","039 Lamp5 Gaba","0148 Lamp5 Gaba_1","0582 Lamp5 Gaba_1"
"04 CGE GABA","039 Lamp5 Gaba","0148 Lamp5 Gaba_1","0582 Lamp5 Gaba_1"
"04 CGE GABA","039 Lamp5 Gaba","0148 Lamp5 Gaba_1","0582 Lamp5 Gaba_1"
"04 CGE GABA","039 Lamp5 Gaba","0148 Lamp5 Gaba_1","0582 Lamp5 Gaba_1"
"04 CGE GABA","039 Lamp5 Gaba","0148 Lamp5 Gaba_1","0582 Lamp5 Gaba_1"
"04 CGE GABA","039 Lamp5 Gaba","0148 Lamp5 Gaba_1","0582 Lamp5 Gaba_1"
"04 CGE GABA","039 Lamp5 Gaba","0148 Lamp5 Gaba_1","0582 Lamp5 Gaba_1"
"04 CGE GABA","039 Lamp5 Gaba","0148 Lamp5 Gaba_1","0582 Lamp5 Gaba_1"
"04 CGE GABA","039 Lamp5 Gaba","0148 Lamp5 Gaba_1","0582 Lamp5 Gaba_1"
"04 CGE GABA","039 Lamp5 Gaba","0148 Lamp5 Gaba_1","0582 Lamp5 Gaba_1"
"04 CGE GABA","039 Lamp5 Gaba","0148 Lamp5 Gaba_1","0582 Lamp5 Gaba_1"
"04 CGE GABA","039 Lamp5 Gaba","0148 Lamp5 Gaba_1","0582 Lamp5 Gaba_1"
"04 CGE GABA","039 Lamp5 Gaba","0148 Lamp5 Gaba_1","0582 Lamp5 Gaba_1"
"04 CGE GABA","039 Lamp5 Gaba","0148 Lamp5 Gaba_1","0582 Lamp5 Gaba_1"
"04 CGE GABA","039 Lamp5 Gaba","0149 Lamp5 Gaba_2","0587 Lamp5 Gaba_2"
"04 CGE GABA","039 Lamp5 Gaba","0149 Lamp5 Gaba_2","0587 Lamp5 Gaba_2"
"04 CGE GABA","039 Lamp5 Gaba","0149 Lamp5 Gaba_2","0587 Lamp5 Gaba_2"
"04 CGE GABA","039 Lamp5 Gaba","0149 Lamp5 Gaba_2","0587 Lamp5 Gaba_2"
"04 CGE GABA","039 Lamp5 Gaba","0149 Lamp5 Gaba_2","0587 Lamp5 Gaba_2"
"04 CGE GABA","039 Lamp5 Gaba","0149 Lamp5 Gaba_2","0587 Lamp5 Gaba_2"
"04 CGE GABA","039 Lamp5 Gaba","0149 Lamp5 Gaba_2","0587 Lamp5 Gaba_2"
"04 CGE GABA","039 Lamp5 Gaba","0149 Lamp5 Gaba_2","0587 Lamp5 Gaba_2"
"04 CGE GABA","039 Lamp5 Gaba","0149 Lamp5 Gaba_2","0587 Lamp5 Gaba_2"
"04 CGE GABA","039 Lamp5 Gaba","0149 Lamp5 Gaba_2","0587 Lamp5 Gaba_2"
"04 CGE GABA","039 Lamp5 Gaba","0149 Lamp5 Gaba_2","0587 Lamp5 Gaba_2"
"04 CGE GABA","039 Lamp5 Gaba","0149 Lamp5 Gaba_2","0587 Lamp5 Gaba_2"
"04 CGE GABA","039 Lamp5 Gaba","0149 Lamp5 Gaba_2","0587 Lamp5 Gaba_2"
"04 CGE GABA","039 Lamp5 Gaba","0149 Lamp5 Gaba_2","0587 Lamp5 Gaba_2"
"04 CGE GABA","039 Lamp5 Gaba","0149 Lamp5 Gaba_2","0587 Lamp5 Gaba_2"
"04 CGE GABA","039 Lamp5 Gaba","0149 Lamp5 Gaba_2","0587 Lamp5 Gaba_2"
